"ASSOCIATION_TYPE"	"PMID"	"NUM_SENTENCE"	"ENTITY1_TEXT"	"ENTITY1_INI"	"ENTITY1_END"	"ENTITY1_TYPE"	"ENTITY2_TEXT"	"ENTITY2_INI"	"ENTITY2_END"	"ENTITY2_TYPE"	"SENTENCE"
"FA"	18389682	1	"thrombosis"	152	162	"Diseases & Disorders"	"anticoagulant"	109	122	"Chemicals & Drugs"	"Children with prosthetic cardiac valves and other invasive mechanical devices that direct blood flow require anticoagulant medication for prevention of thrombosis."
"PA"	18389682	2	"thromboembolism"	210	225	"Diseases & Disorders"	"heparin"	135	142	"Chemicals & Drugs"	"Dental surgery for these children has historically consisted of decreasing and/or discontinuing the oral anticoagulant and instituting heparin therapy prior to the planned dental procedure, which can result in thromboembolism and increased morbidity and mortality."
"PA"	17945482	8	"lung cancer"	213	224	"Diseases & Disorders"	"sutent"	88	94	"Chemicals & Drugs"	"Finally, in non-small cell lung cancer (NSCLC) in patients' progressing on chemotherapy sutent was able to achieve a 10% response rate, a level of activity similar to those documented by other agents approved for lung cancer."
"PA"	17945482	3	"metastatic renal cell carcinoma"	106	137	"Diseases & Disorders"	"sutent"	35	41	"Chemicals & Drugs"	"In several phase I/II/III studies, sutent was found to be effective as second and first line treatment in metastatic renal cell carcinoma (RCC)."
"PA"	17945482	8	"NSCLC"	40	45	"Diseases & Disorders"	"sutent"	88	94	"Chemicals & Drugs"	"Finally, in non-small cell lung cancer (NSCLC) in patients' progressing on chemotherapy sutent was able to achieve a 10% response rate, a level of activity similar to those documented by other agents approved for lung cancer."
"PA"	17945482	5	"GIST"	101	105	"Diseases & Disorders"	"Sutent"	0	6	"Chemicals & Drugs"	"Sutent was also effective as second line treatment in patients with gastrointestinal stromal tumors (GIST) with 8% response rate, 70% stable disease and a 20-month median survival."
"PA"	17945482	7	"breast cancer"	57	70	"Diseases & Disorders"	"sutent"	72	78	"Chemicals & Drugs"	"In addition, a phase II study in multitreated women with breast cancer, sutent demonstrated a moderate activity with 16% clinical benefit."
"PA"	18533797	1	"anemia"	171	177	"Diseases & Disorders"	"Epoetin beta"	0	12	"Chemicals & Drugs"	"Epoetin beta effectively increases hemoglobin levels, reduces the need for transfusions and improves the quality of life in patients with symptomatic chemotherapy-induced anemia with a range of solid tumors and lymphoid malignancies."
"FA"	18533797	3	"cancer"	156	162	"Diseases & Disorders"	"epoetin beta"	93	105	"Chemicals & Drugs"	"This once-weekly regimen is generally well tolerated, and studies to date have reported that epoetin beta has a neutral effect on survival of patients with cancer."
"FA"	18533797	0	"anemia"	98	104	"Diseases & Disorders"	"Epoetin beta"	0	12	"Chemicals & Drugs"	"Epoetin beta once weekly: review of its efficacy and safety in patients with chemotherapy-induced anemia."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"mycophenolate mofetil"	56	77	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"tacrolimus"	28	38	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"methylprednisolone"	83	101	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"cyclosporine"	42	54	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	17697016	1	"anaemia"	104	111	"Diseases & Disorders"	"interferon"	61	71	"Chemicals & Drugs"	"The most frequent and the most troublesome adverse effect of interferon plus ribavirin-based therapy is anaemia."
"PA"	17697016	6	"anaemia"	37	44	"Diseases & Disorders"	"zidovudine"	79	89	"Chemicals & Drugs"	"In multivariate analysis the risk of anaemia was significantly associated with zidovudine (OR, 3.27 95% CI, 1.64-6.54, P = 0.0008) and peg-IFN (OR, 2.35; 95% CI, 1.16-4.57, P = 0.0179)."
"PA"	17697016	8	"anaemia"	47	54	"Diseases & Disorders"	"Zidovudine"	0	10	"Chemicals & Drugs"	"Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy."
"PA"	17697016	7	"anaemia"	12	19	"Diseases & Disorders"	"protease inhibitor"	149	167	"Chemicals & Drugs"	"The risk of anaemia was lower in patients with higher baseline haemoglobin levels (OR, 0.35 95% CI, 0.26-0.49, P < 0.0001) and in patients receiving protease inhibitor-based antiretroviral therapy (OR, 0.51 95% CI, 0.30-0.86, P = 0.0114)."
"PA"	17697016	1	"anaemia"	104	111	"Diseases & Disorders"	"ribavirin"	77	86	"Chemicals & Drugs"	"The most frequent and the most troublesome adverse effect of interferon plus ribavirin-based therapy is anaemia."
"PA"	18713156	7	"migraine headache"	97	114	"Diseases & Disorders"	"propranolol"	58	69	"Chemicals & Drugs"	"This study demonstrated that both low-dose topiramate and propranolol could significantly reduce migraine headache frequency, intensity, and duration."
"PA"	18713156	7	"migraine headache"	97	114	"Diseases & Disorders"	"topiramate"	43	53	"Chemicals & Drugs"	"This study demonstrated that both low-dose topiramate and propranolol could significantly reduce migraine headache frequency, intensity, and duration."
"PA"	18713156	5	"headache"	158	166	"Diseases & Disorders"	"topiramate"	14	24	"Chemicals & Drugs"	"Results - The topiramate group showed a reduction in the mean (+/-SD) of monthly migraine frequency from 6.07 (+/-1.89) to 1.83 (+/-1.39) episodes per month, headache intensity from 7.1 (+/-1.45) to 3.67 (+/-2.1) based on the Visual Analog Scale, and headache duration from 16.37 (+/-7.26) to 6.23 (+/-5.22) hours (P < 0.001)."
"PA"	18713156	5	"migraine"	81	89	"Diseases & Disorders"	"topiramate"	14	24	"Chemicals & Drugs"	"Results - The topiramate group showed a reduction in the mean (+/-SD) of monthly migraine frequency from 6.07 (+/-1.89) to 1.83 (+/-1.39) episodes per month, headache intensity from 7.1 (+/-1.45) to 3.67 (+/-2.1) based on the Visual Analog Scale, and headache duration from 16.37 (+/-7.26) to 6.23 (+/-5.22) hours (P < 0.001)."
"PA"	18077493	0	"hypertension"	73	85	"Diseases & Disorders"	"medium-dose glucocorticoid"	22	48	"Chemicals & Drugs"	"Long-term exposure to medium-dose glucocorticoid therapy associates with hypertension in patients with rheumatoid arthritis."
"FA"	18077493	0	"rheumatoid arthritis"	103	123	"Diseases & Disorders"	"medium-dose glucocorticoid"	22	48	"Chemicals & Drugs"	"Long-term exposure to medium-dose glucocorticoid therapy associates with hypertension in patients with rheumatoid arthritis."
"FA"	17547473	7	"cancer"	212	218	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"FA"	17547473	12	"stroke"	83	89	"Diseases & Disorders"	"Dihydropyridine calcium channel antagonists"	0	43	"Chemicals & Drugs"	"Dihydropyridine calcium channel antagonists may exert effects that protect against stroke that are independent of their blood pressure-lowering mechanism."
"PA"	17547473	16	"cardiovascular disease"	369	391	"Diseases & Disorders"	"long-acting dihydropyridine calcium channel antagonists"	197	252	"Chemicals & Drugs"	"Collectively, the cardiovascular benefit, metabolic neutrality and homogeneous blood pressure response illuminated in recent studies, and reviewed here, represent a reaffirmation of the benefit of long-acting dihydropyridine calcium channel antagonists and should serve to help reinforce the critical importance of these agents in the therapeutic armamentarium against cardiovascular disease."
"FA"	17547473	7	"coronary heart disease"	159	181	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"FA"	17547473	7	"gastrointestinal bleeding"	183	208	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"PA"	17547473	7	"cardiovascular events"	75	96	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"FA"	17547473	9	"hypertension"	125	137	"Diseases & Disorders"	"Dihydropyridine calcium channel antagonists"	0	43	"Chemicals & Drugs"	"Dihydropyridine calcium channel antagonists have several noteworthy attributes that merit consideration in the management of hypertension."
"PA"	17726209	5	"stomal varices secondary to portal hypertension"	68	115	"Diseases & Disorders"	"silver nitrate"	174	188	"Chemicals & Drugs"	"All three patients had recurrent admissions for stomal bleeding and stomal varices secondary to portal hypertension and were initially treated with local measures (pressure, silver nitrate, and suture ligation)."
"PA"	17726209	5	"stomal bleeding"	48	63	"Diseases & Disorders"	"silver nitrate"	174	188	"Chemicals & Drugs"	"All three patients had recurrent admissions for stomal bleeding and stomal varices secondary to portal hypertension and were initially treated with local measures (pressure, silver nitrate, and suture ligation)."
"PA"	18975369	7	"gout"	186	190	"Diseases & Disorders"	"allopurinol"	112	123	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	7	"hyperuricemia"	168	181	"Diseases & Disorders"	"allopurinol"	112	123	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	4	"impaired renal function"	62	85	"Diseases & Disorders"	"febuxostat"	99	109	"Chemicals & Drugs"	"A significantly (P < 0.05) higher percentage of subjects with impaired renal function treated with febuxostat 80 mg (4 [44%] of 9), 120 mg (5 [45%] of 11), and 240 mg (3 [60%] of 5) achieved the primary end point compared with those treated with 100 mg of allopurinol (0 [0%] of 10)."
"PA"	18975369	6	"gout flares"	73	84	"Diseases & Disorders"	"allopurinol"	137	148	"Chemicals & Drugs"	"The primary reasons for withdrawal were similar across groups except for gout flares, which were more frequent with febuxostat than with allopurinol."
"PA"	18975369	7	"gout"	186	190	"Diseases & Disorders"	"febuxostat"	22	32	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	7	"impaired renal function"	232	255	"Diseases & Disorders"	"febuxostat"	22	32	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	7	"hyperuricemia"	168	181	"Diseases & Disorders"	"febuxostat"	22	32	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	4	"impaired renal function"	62	85	"Diseases & Disorders"	"allopurinol"	256	267	"Chemicals & Drugs"	"A significantly (P < 0.05) higher percentage of subjects with impaired renal function treated with febuxostat 80 mg (4 [44%] of 9), 120 mg (5 [45%] of 11), and 240 mg (3 [60%] of 5) achieved the primary end point compared with those treated with 100 mg of allopurinol (0 [0%] of 10)."
"PA"	18975369	6	"gout flares"	73	84	"Diseases & Disorders"	"febuxostat"	116	126	"Chemicals & Drugs"	"The primary reasons for withdrawal were similar across groups except for gout flares, which were more frequent with febuxostat than with allopurinol."
"PA"	18975369	5	"dizziness"	130	139	"Diseases & Disorders"	"febuxostat"	166	176	"Chemicals & Drugs"	"Proportions of subjects experiencing any adverse event or serious adverse event were similar across groups, although diarrhea and dizziness were more frequent in the febuxostat 240 mg group."
"PA"	18975369	5	"diarrhea"	117	125	"Diseases & Disorders"	"febuxostat"	166	176	"Chemicals & Drugs"	"Proportions of subjects experiencing any adverse event or serious adverse event were similar across groups, although diarrhea and dizziness were more frequent in the febuxostat 240 mg group."
"FA"	17688650	1	"teratogenicity"	16	30	"Diseases & Disorders"	"antiepileptic drugs"	34	53	"Chemicals & Drugs"	"The established teratogenicity of antiepileptic drugs raises important issues in women of child-bearing age."
"PA"	17688650	2	"neural tube defects"	30	49	"Diseases & Disorders"	"antiepileptic drugs"	54	73	"Chemicals & Drugs"	"While the association between neural tube defects and antiepileptic drugs is well recognised, other congenital malformations are known to occur."
"PA"	17688650	2	"congenital malformations"	100	124	"Diseases & Disorders"	"antiepileptic drugs"	54	73	"Chemicals & Drugs"	"While the association between neural tube defects and antiepileptic drugs is well recognised, other congenital malformations are known to occur."
"NA"	18609261	11	"hypogonadism"	54	66	"Diseases & Disorders"	"cyclophosphamide"	83	99	"Chemicals & Drugs"	"Data of our study revealed an unexpected high rate of hypogonadism irrespective of cyclophosphamide use, and subclinical involvement of the testes by the vasculitis itself might be an alternative explanation."
"PA"	18609261	11	"vasculitis"	154	164	"Diseases & Disorders"	"cyclophosphamide"	83	99	"Chemicals & Drugs"	"Data of our study revealed an unexpected high rate of hypogonadism irrespective of cyclophosphamide use, and subclinical involvement of the testes by the vasculitis itself might be an alternative explanation."
"PA"	18560637	7	"autoimmune hepatitis"	56	76	"Diseases & Disorders"	"azathioprine"	39	51	"Chemicals & Drugs"	"The patient was on corticosteroids and azathioprine for autoimmune hepatitis at the time of her presentation."
"PA"	17291222	0	"Pulmonary alveolar proteinosis"	0	30	"Diseases & Disorders"	"sirolimus"	61	70	"Chemicals & Drugs"	"Pulmonary alveolar proteinosis: a rare pulmonary toxicity of sirolimus."
"PA"	17291222	10	"PAP"	0	3	"Diseases & Disorders"	"SRL"	35	38	"Chemicals & Drugs"	"PAP is a very rare complication of SRL therapy with only a few cases described."
"FA"	17291222	3	"nonproductive cough"	82	101	"Diseases & Disorders"	"SRL"	27	30	"Chemicals & Drugs"	"Two years after initiating SRL, she presented complaints of progressive dyspnoea, nonproductive cough, chest pain and low-grade fever of 1 month duration."
"FA"	17291222	3	"chest pain"	103	113	"Diseases & Disorders"	"SRL"	27	30	"Chemicals & Drugs"	"Two years after initiating SRL, she presented complaints of progressive dyspnoea, nonproductive cough, chest pain and low-grade fever of 1 month duration."
"FA"	19100448	9	"leucoencephalopathy"	22	41	"Diseases & Disorders"	"SRL"	82	85	"Chemicals & Drugs"	"The only patient with leucoencephalopathy showed improved neurologic status after SRL conversion."
"PA"	19100448	10	"GI side effects"	41	56	"Diseases & Disorders"	"MMF"	60	63	"Chemicals & Drugs"	"All patients converted to SRL because of GI side effects of MMF showed improvements, and none of those converted because of hyperglycemia experienced improvement."
"PA"	19100448	12	"severe diarrhea"	191	206	"Diseases & Disorders"	"MMF"	214	217	"Chemicals & Drugs"	"We concluded that conversion to SRL in pancreas transplantation should be considered an important alternative strategy, particularly for CNI nephrotoxicity and neurotoxicity, and in cases of severe diarrhea due to MMF."
"FA"	19100448	4	"gastrointestinal"	201	217	"Diseases & Disorders"	"MMF"	262	265	"Chemicals & Drugs"	"The reasons for conversion were calcineurin inhibitors (CNI) nephrotoxicity (n = 24; 73%), severe neurotoxicity owing to CNI (n = 1; 3%), severe and/or recurrent acute rejection episodes (n = 7; 21%), gastrointestinal (GI) side effects of mycophenolate mofetil (MMF; n = 5; 15%), and hyperglycemia (n = 4; 12%)."
"FA"	19100448	4	"gastrointestinal"	201	217	"Diseases & Disorders"	"mycophenolate mofetil"	239	260	"Chemicals & Drugs"	"The reasons for conversion were calcineurin inhibitors (CNI) nephrotoxicity (n = 24; 73%), severe neurotoxicity owing to CNI (n = 1; 3%), severe and/or recurrent acute rejection episodes (n = 7; 21%), gastrointestinal (GI) side effects of mycophenolate mofetil (MMF; n = 5; 15%), and hyperglycemia (n = 4; 12%)."
"PA"	16944312	10	"hematological side effects"	141	167	"Diseases & Disorders"	"oxcarbazepine"	10	23	"Chemicals & Drugs"	"Moreover, oxcarbazepine can be a valid choice when long-term therapy is required because of the low interaction with other drugs and the low hematological side effects."
"FA"	16944312	9	"perioperative seizures"	118	140	"Diseases & Disorders"	"antiepileptic agents"	76	96	"Chemicals & Drugs"	"Our data showed that oxcarbazepine can be a good alternative to traditional antiepileptic agents in the prevention of perioperative seizures being efficacy, ease of use (rapid titration in 3 days, not requiring close plasma concentration monitoring) and good tolerability (no major side effects during titration and during the first postoperative week) the key factors."
"PA"	16944312	9	"perioperative seizures"	118	140	"Diseases & Disorders"	"oxcarbazepine"	21	34	"Chemicals & Drugs"	"Our data showed that oxcarbazepine can be a good alternative to traditional antiepileptic agents in the prevention of perioperative seizures being efficacy, ease of use (rapid titration in 3 days, not requiring close plasma concentration monitoring) and good tolerability (no major side effects during titration and during the first postoperative week) the key factors."
"FA"	16944312	3	"perioperative seizures"	94	116	"Diseases & Disorders"	"antiepileptic agents"	51	71	"Chemicals & Drugs"	"Furthermore, the efficacy of the new generation of antiepileptic agents in the prophylaxis of perioperative seizures has not been assessed so far."
"SA"	17244684	1	"GVHD"	127	131	"Diseases & Disorders"	"oral beclomethasone dipropionate"	30	62	"Chemicals & Drugs"	"We tested the hypothesis that oral beclomethasone dipropionate (BDP) would control gastrointestinal graft-versus-host disease (GVHD) in patients with anorexia, vomiting, and diarrhea."
"FA"	17244684	1	"gastrointestinal graft-versus-host disease"	83	125	"Diseases & Disorders"	"BDP"	64	67	"Chemicals & Drugs"	"We tested the hypothesis that oral beclomethasone dipropionate (BDP) would control gastrointestinal graft-versus-host disease (GVHD) in patients with anorexia, vomiting, and diarrhea."
"PA"	17244684	9	"relapses of gastrointestinal GVHD"	18	51	"Diseases & Disorders"	"prednisone"	74	84	"Chemicals & Drugs"	"Oral BDP prevents relapses of gastrointestinal GVHD following tapering of prednisone; survival is statistically significantly better among patients receiving BDP."
"PA"	17244684	9	"relapses of gastrointestinal GVHD"	18	51	"Diseases & Disorders"	"BDP"	158	161	"Chemicals & Drugs"	"Oral BDP prevents relapses of gastrointestinal GVHD following tapering of prednisone; survival is statistically significantly better among patients receiving BDP."
"PA"	18398094	12	"edema"	28	33	"Diseases & Disorders"	"TAC"	121	124	"Chemicals & Drugs"	"Grade 3 or 4 leukopenia and edema and various grade 1 or 2 adverse events were more frequent in patients receiving eight TAC cycles than in those receiving six cycles."
"PA"	18398094	12	"leukopenia"	13	23	"Diseases & Disorders"	"TAC"	121	124	"Chemicals & Drugs"	"Grade 3 or 4 leukopenia and edema and various grade 1 or 2 adverse events were more frequent in patients receiving eight TAC cycles than in those receiving six cycles."
"PA"	17938326	0	"ABCG2"	71	76	"Genes & Molecular Sequences"	"doxorubicin"	43	54	"Chemicals & Drugs"	"Gefitinib inhibition of drug resistance to doxorubicin by inactivating ABCG2 in thyroid cancer cell lines."
"PA"	17938326	5	"EGFR"	16	20	"Genes & Molecular Sequences"	"gefitinib"	31	40	"Chemicals & Drugs"	"Inactivation of EGFR kinase by gefitinib was analyzed by Western blot analysis and immunofluorescence."
"PA"	17938326	0	"ABCG2"	71	76	"Genes & Molecular Sequences"	"Gefitinib"	0	9	"Chemicals & Drugs"	"Gefitinib inhibition of drug resistance to doxorubicin by inactivating ABCG2 in thyroid cancer cell lines."
"PA"	17938326	2	"ABCG2 drug transporter"	161	183	"Genes & Molecular Sequences"	"doxorubicin"	140	151	"Chemicals & Drugs"	"Extrusion assays using flow cytometry analysis were used to determine the ability of thyroid cancer cells to extrude the chemotherapy drug, doxorubicin, via the ABCG2 drug transporter in the presence or absence of gefitinib."
"PA"	17938326	12	"EGFR"	20	24	"Genes & Molecular Sequences"	"gefitinib"	35	44	"Chemicals & Drugs"	"Inactivation of the EGFR kinase by gefitinib potentiates the cytotoxic effect of doxorubicin in thyroid cancer, most likely by decreasing the ability of the cell to extrude doxorubicin."
"PA"	17938326	8	"ABCG2 drug transporter"	80	102	"Genes & Molecular Sequences"	"doxorubicin"	173	184	"Chemicals & Drugs"	"Inhibition of EGFR kinase activity by gefitinib causes the translocation of the ABCG2 drug transporter away from the plasma membrane, resulting in a concomitant decrease in doxorubicin extrusion in thyroid cancer cell lines."
"PA"	17938326	6	"ABCG2"	128	133	"Genes & Molecular Sequences"	"doxorubicin"	172	183	"Chemicals & Drugs"	"A terminal deoxynucleotidyl transferase-mediated deoxyuridine triphosphate nick-end labeling assay was performed to demonstrate ABCG2-mediated apoptosis in the presence of doxorubicin."
"PA"	17938326	9	"ABCG2"	126	131	"Genes & Molecular Sequences"	"doxorubicin"	93	104	"Chemicals & Drugs"	"Both ARO and WRO demonstrated differential ABCG2 expression, whereas both were sensitized to doxorubicin-induced apoptosis on ABCG2 knockdown with short interfering RNA."
"PA"	17938326	12	"EGFR"	20	24	"Genes & Molecular Sequences"	"doxorubicin"	173	184	"Chemicals & Drugs"	"Inactivation of the EGFR kinase by gefitinib potentiates the cytotoxic effect of doxorubicin in thyroid cancer, most likely by decreasing the ability of the cell to extrude doxorubicin."
"PA"	17938326	8	"EGFR"	14	18	"Genes & Molecular Sequences"	"doxorubicin"	173	184	"Chemicals & Drugs"	"Inhibition of EGFR kinase activity by gefitinib causes the translocation of the ABCG2 drug transporter away from the plasma membrane, resulting in a concomitant decrease in doxorubicin extrusion in thyroid cancer cell lines."
"PA"	17938326	8	"ABCG2 drug transporter"	80	102	"Genes & Molecular Sequences"	"gefitinib"	38	47	"Chemicals & Drugs"	"Inhibition of EGFR kinase activity by gefitinib causes the translocation of the ABCG2 drug transporter away from the plasma membrane, resulting in a concomitant decrease in doxorubicin extrusion in thyroid cancer cell lines."
"SA"	17938326	13	"ABCG2"	18	23	"Genes & Molecular Sequences"	"doxorubicin"	67	78	"Chemicals & Drugs"	"The expression of ABCG2 may explain in part the ineffectiveness of doxorubicin as a single modality treatment for anaplastic thyroid cancer or for treatment of metastatic follicular thyroid cancer."
"PA"	17938326	8	"EGFR"	14	18	"Genes & Molecular Sequences"	"gefitinib"	38	47	"Chemicals & Drugs"	"Inhibition of EGFR kinase activity by gefitinib causes the translocation of the ABCG2 drug transporter away from the plasma membrane, resulting in a concomitant decrease in doxorubicin extrusion in thyroid cancer cell lines."
"PA"	17395790	3	"oxytocin"	151	159	"Genes & Molecular Sequences"	"GSK221149A"	0	10	"Chemicals & Drugs"	"GSK221149A had similar affinity (K(i) = 4.1 nM) and selectivity for native oxytocin receptors from rat and produced a functional, competitive block of oxytocin-induced contractions in isolated rat myometrial strips with a pA(2) value of 8.18."
"PA"	17395790	5	"oxytocin"	72	80	"Genes & Molecular Sequences"	"GSK221149A"	23	33	"Chemicals & Drugs"	"Oral administration of GSK221149A (5 mg/kg) was effective in inhibiting oxytocin-induced uterine contractions after single and multiple (4-day) dosing."
"PA"	17395790	4	"oxytocin"	79	87	"Genes & Molecular Sequences"	"GSK221149A"	30	40	"Chemicals & Drugs"	"Intravenous administration of GSK221149A produced a dose-dependent decrease in oxytocin-induced uterine contractions in anesthetized rats with an ID(50) = 0.27 +/- 0.60 mg/kg (corresponding plasma concentrations were 88 ng/ml)."
"PA"	18445086	2	"PML/RARalpha"	0	12	"Genes & Molecular Sequences"	"ATRA"	62	66	"Chemicals & Drugs"	"PML/RARalpha is directly targeted by all-trans-retinoic acid (ATRA), which degrades the oncoprotein and induces complete remission of malignancies."
"PA"	18445086	7	"PML/RARalpha"	63	75	"Genes & Molecular Sequences"	"ATRA"	0	4	"Chemicals & Drugs"	"ATRA co-operated with MEK inhibitor to increase degradation of PML/RARalpha and exhibited a convergence point in caspase activation with MEK inhibitors."
"PA"	18426370	1	"K65R mutation"	139	152	"SNP & Sequence variations"	"tenofovir"	302	311	"Chemicals & Drugs"	"Assessment of 1177 human immunodeficiency virus (HIV) resistance genotypes at an HIV/AIDS clinic showed a decrease in the incidence of the K65R mutation, from 15.2% of isolates during the period 2002-2004 to 2.7% of isolates during the period 2005-2006 (P < .001), despite elevated and stable rates of tenofovir use."
"PA"	18610736	6	"ATP7B"	34	39	"Genes & Molecular Sequences"	"copper ions"	78	89	"Chemicals & Drugs"	"One among the 17 genes studied is ATP7B which is involved in the transport of copper ions across the cell membrane into the cell."
"FA"	17875725	0	"Topoisomerase IIbeta"	0	20	"Genes & Molecular Sequences"	"dexrazoxane"	117	128	"Chemicals & Drugs"	"Topoisomerase IIbeta mediated DNA double-strand breaks: implications in doxorubicin cardiotoxicity and prevention by dexrazoxane."
"FA"	17875725	0	"Topoisomerase IIbeta"	0	20	"Genes & Molecular Sequences"	"doxorubicin"	72	83	"Chemicals & Drugs"	"Topoisomerase IIbeta mediated DNA double-strand breaks: implications in doxorubicin cardiotoxicity and prevention by dexrazoxane."
"PA"	17875725	7	"Top2beta"	120	128	"Genes & Molecular Sequences"	"doxorubicin"	164	175	"Chemicals & Drugs"	"Furthermore, in addition to antagonizing Top2 cleavage complex formation, dexrazoxane also induced rapid degradation of Top2beta, which paralleled the reduction of doxorubicin-induced DNA damage."
"FA"	17875725	6	"topoisomerase IIbeta"	264	284	"Genes & Molecular Sequences"	"MG132"	107	112	"Chemicals & Drugs"	"Doxorubicin-induced DNA damage was also specifically abolished by the proteasome inhibitors bortezomib and MG132 and much reduced in top2beta(-/-) mouse embryonic fibroblasts (MEF) compared with TOP2beta(+/+) MEFs, suggesting the involvement of proteasome and DNA topoisomerase IIbeta (Top2beta)."
"PA"	17875725	6	"Top2beta"	286	294	"Genes & Molecular Sequences"	"Doxorubicin"	0	11	"Chemicals & Drugs"	"Doxorubicin-induced DNA damage was also specifically abolished by the proteasome inhibitors bortezomib and MG132 and much reduced in top2beta(-/-) mouse embryonic fibroblasts (MEF) compared with TOP2beta(+/+) MEFs, suggesting the involvement of proteasome and DNA topoisomerase IIbeta (Top2beta)."
"FA"	17875725	6	"topoisomerase IIbeta"	264	284	"Genes & Molecular Sequences"	"Doxorubicin"	0	11	"Chemicals & Drugs"	"Doxorubicin-induced DNA damage was also specifically abolished by the proteasome inhibitors bortezomib and MG132 and much reduced in top2beta(-/-) mouse embryonic fibroblasts (MEF) compared with TOP2beta(+/+) MEFs, suggesting the involvement of proteasome and DNA topoisomerase IIbeta (Top2beta)."
"PA"	17875725	8	"Top2beta"	152	160	"Genes & Molecular Sequences"	"dexrazoxane"	35	46	"Chemicals & Drugs"	"Together, our results suggest that dexrazoxane antagonizes doxorubicin-induced DNA damage through its interference with Top2beta, which could implicate Top2beta in doxorubicin cardiotoxicity."
"PA"	17875725	7	"Top2beta"	120	128	"Genes & Molecular Sequences"	"dexrazoxane"	74	85	"Chemicals & Drugs"	"Furthermore, in addition to antagonizing Top2 cleavage complex formation, dexrazoxane also induced rapid degradation of Top2beta, which paralleled the reduction of doxorubicin-induced DNA damage."
"SA"	17875725	8	"Top2beta"	152	160	"Genes & Molecular Sequences"	"doxorubicin"	164	175	"Chemicals & Drugs"	"Together, our results suggest that dexrazoxane antagonizes doxorubicin-induced DNA damage through its interference with Top2beta, which could implicate Top2beta in doxorubicin cardiotoxicity."
"PA"	17875725	9	"Top2beta"	43	51	"Genes & Molecular Sequences"	"doxorubicin"	148	159	"Chemicals & Drugs"	"The specific involvement of proteasome and Top2beta in doxorubicin-induced DNA damage is consistent with a model in which proteasomal processing of doxorubicin-induced Top2beta-DNA covalent complexes exposes the Top2beta-concealed DNA double-strand breaks."
